Station Number,Sample Type,Sample ID,Sample Date,Statutory Class,Attained Class,Report,Final Determination
S-303,MACROINVERTEBRATE,995,7/28/2000,A,Yes,,A
S-303,MACROINVERTEBRATE,1499,8/25/2005,A,Yes,,A
S-303,MACROINVERTEBRATE,1920,8/11/2010,A,No,View,B
S-304,ALGAE,SA-304-2015,6/25/2015,--,--,Report,
S-304,ALGAE,SA-304-2015R (1506),6/25/2015,A,No,,C
S-304,MACROINVERTEBRATE,644,9/8/1997,A,No,Report,B
S-304,MACROINVERTEBRATE,719,8/24/1998,A,No,,B
S-304,MACROINVERTEBRATE,997,7/28/2000,A,Yes,,A
S-304,MACROINVERTEBRATE,1500,8/25/2005,A,No,,B
S-304,MACROINVERTEBRATE,1921,8/11/2010,A,Yes,View,A
S-305,ALGAE,SA-305-2016,6/30/2016,--,--,Report,
S-305,ALGAE,SA-305-2016 (1623),6/30/2016,--,--,,
S-305,ALGAE,SA-305-2016R (1623),6/30/2016,--,--,,
S-305,MACROINVERTEBRATE,645,9/10/1997,A,Yes,Report,A
S-305,MACROINVERTEBRATE,1001,8/15/2001,A,Yes,,A
S-305,MACROINVERTEBRATE,2052,8/23/2011,A,Yes,View,A
S-305,MACROINVERTEBRATE,2491,8/17/2016,A,Yes,View,A
S-306,MACROINVERTEBRATE,646,9/10/1997,A,Yes,Report,A
S-306,MACROINVERTEBRATE,1002,8/15/2001,A,Yes,,A
S-307,MACROINVERTEBRATE,647,9/10/1997,A,Yes,Report,A
S-307,MACROINVERTEBRATE,1003,8/15/2001,A,Indeterminate,,I
S-308,MACROINVERTEBRATE,648,9/10/1997,B,Yes,Report,A
S-308,MACROINVERTEBRATE,1044,8/29/2001,B,Yes,,A
S-308,MACROINVERTEBRATE,2040,8/16/2011,B,Yes,View,B
S-308,MACROINVERTEBRATE,2497,8/22/2016,B,Yes,View,B
S-309,MACROINVERTEBRATE,649,9/10/1997,B,Yes,Report,A
S-309,MACROINVERTEBRATE,1045,8/29/2001,B,Yes,,A
S-310,ALGAE,SA-310-2001,7/12/2001,--,--,Report,
S-310,ALGAE,SA-310-2001P (72),7/12/2001,--,--,,
S-310,ALGAE,SA-310-2001R (71),7/12/2001,B,Yes,,B
S-310,MACROINVERTEBRATE,650,9/10/1997,B,No,Report,C
S-311,ALGAE,SA-311-2016,6/21/2016,--,--,Report,
S-311,ALGAE,SA-311-2016R (1612),6/21/2016,--,--,,
S-311,MACROINVERTEBRATE,651,9/10/1997,B,No,Report,NA
S-311,MACROINVERTEBRATE,1005,8/17/2001,B,Indeterminate,,I
S-311,MACROINVERTEBRATE,2250,9/30/2013,B,No,,NA
S-311,MACROINVERTEBRATE,2310,8/27/2014,B,No,View,NA
S-312,MACROINVERTEBRATE,652,9/10/1997,B,No,Report,NA
S-312,MACROINVERTEBRATE,790,8/20/1999,B,No,,C
S-312,MACROINVERTEBRATE,1006,8/17/2001,B,No,,C
S-312,MACROINVERTEBRATE,1266,8/27/2003,B,No,,C
S-312,MACROINVERTEBRATE,1401,8/24/2004,B,No,,NA
S-312,MACROINVERTEBRATE,1319,8/8/2005,B,No,,NA
S-312,MACROINVERTEBRATE,1503,9/19/2005,B,No,,NA
S-312,MACROINVERTEBRATE,1549,8/9/2006,B,No,View,NA
S-312,MACROINVERTEBRATE,1646,8/13/2007,B,No,View,C
S-312,MACROINVERTEBRATE,1923,8/12/2010,B,No,View,NA
S-312,MACROINVERTEBRATE,2033,8/11/2011,B,No,View,NA
S-312,MACROINVERTEBRATE,2469,8/8/2016,B,No,View,C
S-313,ALGAE,SA-313-2016,6/21/2016,--,--,Report,
S-313,ALGAE,SA-313-2016R (1610),6/21/2016,--,--,,
S-313,MACROINVERTEBRATE,653,9/10/1997,B,No,Report,NA
S-313,MACROINVERTEBRATE,2308,8/27/2014,B,No,View,NA
S-313,MACROINVERTEBRATE,2418,9/14/2015,B,No,View,NA
S-314,ALGAE,SA-314-2001,7/11/2001,--,--,Report,
S-314,ALGAE,SA-314-2001P (62),7/11/2001,--,--,,
S-314,ALGAE,SA-314-2001R (63),7/11/2001,B,No,,C
S-314,ALGAE,SA-314-2002,7/16/2002,--,--,,
S-314,ALGAE,SA-314-2002P (156),7/16/2002,--,--,,
S-314,ALGAE,SA-314-2002R (155),7/16/2002,B,No,,NA
S-314,ALGAE,SA-314-2005VB,8/1/2005,--,--,,
S-314,ALGAE,SA-314-2005VB2,8/25/2005,--,--,,
S-314,ALGAE,SA-314-2006,7/5/2006,--,--,,
S-314,ALGAE,SA-314-2006R (542),7/5/2006,B,No,,C
S-314,ALGAE,SA-314-2011,7/13/2011,--,--,,
S-314,ALGAE,SA-314-2011R (1082),7/13/2011,B,No,,NA
S-314,MACROINVERTEBRATE,654,9/10/1997,B,No,Report,NA
S-314,MACROINVERTEBRATE,1054,8/31/2001,B,No,View,NA
S-314,MACROINVERTEBRATE,1151,8/16/2002,B,No,View,NA
S-314,MACROINVERTEBRATE,1274,8/28/2003,B,No,View,NA
S-314,MACROINVERTEBRATE,1556,8/10/2006,B,No,View,C
S-314,MACROINVERTEBRATE,1880,8/15/2008,B,No,View,C
S-314,MACROINVERTEBRATE,2024,8/9/2011,B,No,View,C
S-314,MACROINVERTEBRATE,2168,9/28/2012,B,No,View,NA
S-315,ALGAE,SA-315-2002,7/16/2002,--,--,Report,
S-315,ALGAE,SA-315-2002P (153),7/16/2002,--,--,,
S-315,ALGAE,SA-315-2002R (154),7/16/2002,B,No,,C
S-315,ALGAE,SA-315-2006,7/5/2006,--,--,,
S-315,ALGAE,SA-315-2006R (541),7/5/2006,B,No,,C
S-315,ALGAE,SA-315-2011,7/13/2011,--,--,,
S-315,ALGAE,SA-315-2011R (1083),7/13/2011,B,No,,C
S-315,ALGAE,SA-315-2016,7/28/2016,--,--,,
S-315,ALGAE,SA-315-2016R (1642),7/28/2016,--,--,,
S-315,MACROINVERTEBRATE,655,9/10/1997,B,Yes,Report,B
S-315,MACROINVERTEBRATE,1056,8/31/2001,B,Yes,View,B
S-315,MACROINVERTEBRATE,1153,8/16/2002,B,No,View,C
S-315,MACROINVERTEBRATE,1272,8/28/2003,B,No,View,NA
S-315,MACROINVERTEBRATE,1557,8/10/2006,B,No,View,C
S-315,MACROINVERTEBRATE,1713,8/5/2008,B,No,View,NA
S-315,MACROINVERTEBRATE,2025,8/9/2011,B,No,View,C
S-315,MACROINVERTEBRATE,2472,8/8/2016,B,No,View,NA
S-316,MACROINVERTEBRATE,656,9/11/1997,B,Yes,Report,A
S-316,MACROINVERTEBRATE,721,8/24/1998,B,Yes,,B
S-316,MACROINVERTEBRATE,809,8/25/1999,B,Yes,,A
S-317,MACROINVERTEBRATE,657,9/11/1997,B,Yes,Report,B
S-317,MACROINVERTEBRATE,722,8/24/1998,B,Yes,,B
S-317,MACROINVERTEBRATE,810,8/25/1999,B,No,,C
S-317,MACROINVERTEBRATE,1345,8/18/2005,B,No,,C
S-317,MACROINVERTEBRATE,1947,8/19/2010,B,Yes,View,A
S-317,MACROINVERTEBRATE,2353,8/6/2015,B,Yes,View,A
S-318,MACROINVERTEBRATE,682,9/9/1997,C,Yes,Report,B
S-319,MACROINVERTEBRATE,624,8/26/1997,C,Yes,Report,C
S-320,MACROINVERTEBRATE,673,9/4/1997,AA,Indeterminate,Report,I
S-320,MACROINVERTEBRATE,743,8/28/1998,AA,Indeterminate,,I
S-320,MACROINVERTEBRATE,834,8/31/1999,AA,Yes,,A
S-320,MACROINVERTEBRATE,933,8/24/2000,AA,Indeterminate,,I
S-320,MACROINVERTEBRATE,1105,8/30/2001,AA,Indeterminate,,I
S-320,MACROINVERTEBRATE,1596,8/29/2006,AA,No,View,C
S-320,MACROINVERTEBRATE,2071,9/8/2011,AA,Yes,View,A
S-320,MACROINVERTEBRATE,2514,9/7/2016,AA,Yes,View,A
S-321,ALGAE,SA-321-2016,6/27/2016,--,--,Report,
S-321,ALGAE,SA-321-2016 (1616),6/27/2016,--,--,,
S-321,ALGAE,SA-321-2016R (1616),6/27/2016,--,--,,
S-321,MACROINVERTEBRATE,674,9/4/1997,AA,Yes,Report,A
S-321,MACROINVERTEBRATE,744,8/28/1998,AA,Yes,,A
S-321,MACROINVERTEBRATE,837,9/1/1999,AA,Indeterminate,,I
S-321,MACROINVERTEBRATE,934,8/24/2000,AA,Indeterminate,,I
S-321,MACROINVERTEBRATE,1106,8/30/2001,AA,No,,C
S-321,MACROINVERTEBRATE,1195,9/6/2002,AA,Yes,,A
S-321,MACROINVERTEBRATE,1280,8/27/2003,AA,Yes,,A
S-321,MACROINVERTEBRATE,1987,8/30/2010,AA,Indeterminate,View,I
S-322,ALGAE,SA-322-2016,6/28/2016,--,--,Report,
S-322,ALGAE,SA-322-2016 (1619),6/28/2016,--,--,,
S-322,ALGAE,SA-322-2016R (1619),6/28/2016,--,--,,
S-322,MACROINVERTEBRATE,675,9/9/1997,AA,Yes,Report,A
S-322,MACROINVERTEBRATE,746,8/27/1998,AA,Yes,,A
S-322,MACROINVERTEBRATE,835,8/31/1999,AA,Yes,,A
S-322,MACROINVERTEBRATE,932,8/22/2000,AA,Yes,,A
S-322,MACROINVERTEBRATE,1104,9/4/2001,AA,No,,C
S-322,MACROINVERTEBRATE,1194,9/5/2002,AA,No,,B
S-322,MACROINVERTEBRATE,1279,8/25/2003,AA,Yes,,A
S-322,MACROINVERTEBRATE,1427,8/26/2004,AA,Yes,,A
S-322,MACROINVERTEBRATE,1508,9/10/2005,AA,Yes,View,A
S-322,MACROINVERTEBRATE,1593,8/29/2006,AA,Yes,View,A
S-322,MACROINVERTEBRATE,1703,9/10/2007,AA,Indeterminate,View,I
S-322,MACROINVERTEBRATE,1887,9/14/2009,AA,Yes,View,A
S-322,MACROINVERTEBRATE,1990,9/2/2010,AA,Yes,View,A
S-322,MACROINVERTEBRATE,2068,9/7/2011,AA,Yes,View,A
S-322,MACROINVERTEBRATE,2161,9/17/2012,AA,Yes,View,A
S-322,MACROINVERTEBRATE,2226,9/12/2013,AA,Yes,View,A
S-322,MACROINVERTEBRATE,2305,9/5/2014,AA,Yes,View,A
S-322,MACROINVERTEBRATE,2412,9/3/2015,AA,Yes,View,A
S-322,MACROINVERTEBRATE,2516,9/14/2016,AA,Indeterminate,View,I
S-322,MACROINVERTEBRATE,2608,9/14/2017,AA,Indeterminate,View,I
S-322,MACROINVERTEBRATE,2699,9/13/2018,AA,Yes,,A
S-323,ALGAE,SA-323-2016,6/27/2016,--,--,Report,
S-323,ALGAE,SA-323-2016 (1617),6/27/2016,--,--,,
S-323,ALGAE,SA-323-2016R (1617),6/27/2016,--,--,,
S-323,MACROINVERTEBRATE,676,9/9/1997,AA,Yes,Report,A
S-323,MACROINVERTEBRATE,745,8/28/1998,AA,Yes,,A
S-323,MACROINVERTEBRATE,836,9/1/1999,AA,Yes,,A
S-323,MACROINVERTEBRATE,931,8/24/2000,AA,Yes,,A
S-323,MACROINVERTEBRATE,1107,8/29/2001,AA,Yes,,A
S-323,MACROINVERTEBRATE,1196,9/6/2002,AA,Yes,,A
S-323,MACROINVERTEBRATE,1281,8/27/2003,AA,Yes,,A
S-323,MACROINVERTEBRATE,1509,9/7/2005,AA,Yes,View,A
S-323,MACROINVERTEBRATE,1595,9/5/2006,AA,Yes,View,A
S-323,MACROINVERTEBRATE,1702,9/6/2007,AA,Yes,View,A
S-323,MACROINVERTEBRATE,1888,9/4/2009,AA,Indeterminate,View,I
S-323,MACROINVERTEBRATE,1988,9/16/2010,AA,Yes,View,A
S-323,MACROINVERTEBRATE,2070,9/12/2011,AA,Yes,View,A
S-323,MACROINVERTEBRATE,2158,9/12/2012,AA,Yes,View,A
S-323,MACROINVERTEBRATE,2225,9/11/2013,AA,Yes,View,A
S-323,MACROINVERTEBRATE,2303,9/5/2014,AA,Yes,View,A
S-323,MACROINVERTEBRATE,2411,9/3/2015,AA,Yes,View,A
S-323,MACROINVERTEBRATE,2513,9/8/2016,AA,Yes,View,A
S-323,MACROINVERTEBRATE,2604,9/7/2017,AA,Yes,View,A
S-323,MACROINVERTEBRATE,2697,9/7/2018,AA,Yes,,A
S-324,MACROINVERTEBRATE,612,8/14/1997,B,No,Report,C
S-325,MACROINVERTEBRATE,666,9/6/1997,C,Yes,Report,C
S-326,MACROINVERTEBRATE,667,9/6/1997,C,Yes,Report,C
S-327,MACROINVERTEBRATE,668,9/6/1997,C,Yes,Report,C
S-328,MACROINVERTEBRATE,669,9/6/1997,C,Yes,Report,C
S-329,MACROINVERTEBRATE,670,9/6/1997,C,Yes,Report,C
S-330,MACROINVERTEBRATE,679,9/22/1997,B,No,Report,NA
S-330,MACROINVERTEBRATE,757,9/24/1998,B,No,,NA
S-330,MACROINVERTEBRATE,867,9/27/1999,B,No,,NA
S-330,MACROINVERTEBRATE,991,9/11/2000,B,No,,NA
S-330,MACROINVERTEBRATE,1115,8/7/2001,B,No,,NA
S-330,MACROINVERTEBRATE,1203,7/31/2002,B,No,,NA
S-330,MACROINVERTEBRATE,1233,8/14/2003,B,No,,NA
S-330,MACROINVERTEBRATE,1295,9/30/2003,B,No,,NA
S-330,MACROINVERTEBRATE,2346,8/5/2015,B,No,View,NA
S-331,MACROINVERTEBRATE,680,9/22/1997,B,Yes,Report,B
S-331,MACROINVERTEBRATE,758,9/24/1998,B,No,,NA
S-331,MACROINVERTEBRATE,870,9/22/1999,B,No,,C
S-331,MACROINVERTEBRATE,994,9/11/2000,B,No,,NA
S-331,MACROINVERTEBRATE,1117,8/7/2001,B,No,,C
S-331,MACROINVERTEBRATE,1206,7/31/2002,B,No,,C
S-331,MACROINVERTEBRATE,1298,9/30/2003,B,Yes,,B
S-332,MACROINVERTEBRATE,681,9/22/1997,B,No,Report,NA
S-332,MACROINVERTEBRATE,759,9/24/1998,B,No,,NA
S-332,MACROINVERTEBRATE,871,9/22/1999,B,No,,NA
S-333,MACROINVERTEBRATE,685,9/11/1997,AA,No,Report,B
S-334,MACROINVERTEBRATE,686,9/11/1997,A,No,Report,B
S-335,MACROINVERTEBRATE,687,9/11/1997,A,No,Report,B
S-336,MACROINVERTEBRATE,688,9/11/1997,A,No,Report,C
S-337,MACROINVERTEBRATE,699,8/17/1998,B,Yes,Report,B
S-337,MACROINVERTEBRATE,889,8/22/2000,B,No,,NA
S-337,MACROINVERTEBRATE,1334,8/16/2005,B,Yes,,B
S-338,ALGAE,SA-338-2015,6/30/2015,--,--,Report,
S-338,ALGAE,SA-338-2015R (1512),6/30/2015,B,Yes,,B
S-338,MACROINVERTEBRATE,701,8/17/1998,B,No,Report,C
S-338,MACROINVERTEBRATE,2386,8/20/2015,B,No,View,NA
S-339,ALGAE,SA-339-2005,7/13/2005,--,--,Report,
S-339,ALGAE,SA-339-2005C (424),7/13/2005,--,--,,
S-339,ALGAE,SA-339-2005P (420),7/13/2005,--,--,,
S-339,MACROINVERTEBRATE,702,8/17/1998,B,No,Report,C
S-340,MACROINVERTEBRATE,703,8/18/1998,B,No,Report,C
S-340,MACROINVERTEBRATE,1241,8/18/2003,B,No,,C
S-340,MACROINVERTEBRATE,1750,8/22/2008,B,Yes,View,B
S-340,MACROINVERTEBRATE,2664,8/15/2018,B,No,,C
S-341,ALGAE,SA-341-2013,6/18/2013,--,--,Report,
S-341,ALGAE,SA-341-2013R (1323),6/18/2013,B,No,,C
S-341,ALGAE,SA-341-2018,6/25/2018,--,--,,
S-341,ALGAE,SA-341-2018R (1735),6/25/2018,--,--,,
S-341,MACROINVERTEBRATE,704,8/18/1998,B,No,Report,C
S-341,MACROINVERTEBRATE,1227,8/13/2003,B,No,,C
S-341,MACROINVERTEBRATE,1747,8/21/2008,B,No,View,NA
S-341,MACROINVERTEBRATE,2187,8/6/2013,B,No,View,NA
S-341,MACROINVERTEBRATE,2594,8/24/2017,B,No,View,NA
S-342,MACROINVERTEBRATE,705,8/18/1998,B,No,Report,C
S-342,MACROINVERTEBRATE,1734,8/18/2008,B,No,View,C
S-343,ALGAE,SA-343-2008,7/22/2008,--,--,Report,
S-343,ALGAE,SA-343-2008R (771),7/22/2008,B,Yes,,A
S-343,ALGAE,SA-343-2013,7/25/2013,--,--,,
S-343,ALGAE,SA-343-2013R (1365),7/25/2013,A,No,,B
S-343,ALGAE,SA-343-2018,6/19/2018,--,--,,
S-343,ALGAE,SA-343-2018R (1730),6/19/2018,--,--,,
S-343,MACROINVERTEBRATE,706,8/18/1998,B,Yes,Report,A
S-343,MACROINVERTEBRATE,1262,8/26/2003,B,Yes,,A
S-343,MACROINVERTEBRATE,1751,8/22/2008,B,Yes,View,A
S-343,MACROINVERTEBRATE,2212,8/20/2013,A,Yes,View,A
S-343,MACROINVERTEBRATE,2673,8/22/2018,A,Yes,,A
S-344,MACROINVERTEBRATE,707,8/19/1998,C,Yes,Report,A
S-345,ALGAE,SA-345-2008,7/10/2008,--,--,Report,
S-345,ALGAE,SA-345-2008R (758),7/10/2008,B,Yes,,A
S-345,ALGAE,SA-345-2013,6/25/2013,--,--,,
S-345,ALGAE,SA-345-2013R (1330),6/25/2013,B,Yes,,A
S-345,ALGAE,SA-345-2018,6/27/2018,--,--,,
S-345,ALGAE,SA-345-2018R (1742),6/27/2018,--,--,,
S-345,MACROINVERTEBRATE,713,8/20/1998,B,Yes,Report,B
S-345,MACROINVERTEBRATE,1265,8/26/2003,B,Yes,,A
S-345,MACROINVERTEBRATE,2220,8/26/2013,B,Yes,View,A
S-345,MACROINVERTEBRATE,2670,8/20/2018,B,Yes,,B
S-346,ALGAE,SA-346-2008,7/10/2008,--,--,Report,
S-346,ALGAE,SA-346-2008R (759),7/10/2008,A,Yes,,A
S-346,ALGAE,SA-346-2013,6/25/2013,--,--,,
S-346,ALGAE,SA-346-2013R (1331),6/25/2013,A,Yes,,A
S-346,ALGAE,SA-346-2018,6/27/2018,--,--,,
S-346,ALGAE,SA-346-2018R (1743),6/27/2018,--,--,,
S-346,MACROINVERTEBRATE,714,8/20/1998,B,Yes,Report,B
S-346,MACROINVERTEBRATE,1264,8/26/2003,A,Yes,,A
S-346,MACROINVERTEBRATE,1738,8/19/2008,A,Indeterminate,View,I
S-346,MACROINVERTEBRATE,2221,8/26/2013,A,No,View,B
S-346,MACROINVERTEBRATE,2669,8/20/2018,A,Yes,,A
S-347,MACROINVERTEBRATE,717,8/24/1998,B,No,Report,C
S-348,MACROINVERTEBRATE,720,8/24/1998,B,No,Report,C
S-349,ALGAE,SA-349-2008,7/10/2008,--,--,Report,
S-349,ALGAE,SA-349-2008R (760),7/10/2008,B,Yes,,A
S-349,ALGAE,SA-349-2013,6/25/2013,--,--,,
S-349,ALGAE,SA-349-2013 (1332),6/25/2013,--,--,,
S-349,ALGAE,SA-349-2013R (1332),6/25/2013,B,Yes,,A
S-349,ALGAE,SA-349-2018,6/27/2018,--,--,,
S-349,ALGAE,SA-349-2018R (1741),6/27/2018,--,--,,
S-349,MACROINVERTEBRATE,729,8/26/1998,B,Yes,Report,A
S-349,MACROINVERTEBRATE,1737,8/19/2008,B,Yes,View,A
S-350,ALGAE,SA-350-2003,7/2/2003,--,--,Report,
S-350,ALGAE,SA-350-2003R (196),7/2/2003,A,Yes,,A
S-350,ALGAE,SA-350-2004,7/1/2004,--,--,,
S-350,ALGAE,SA-350-2004B,8/3/2004,--,--,,
S-350,ALGAE,SA-350-2004R (261),7/1/2004,A,Yes,,A
S-350,ALGAE,SA-350-2005,7/14/2005,--,--,,
S-350,ALGAE,SA-350-2005R (427),7/14/2005,A,No,,B
S-350,ALGAE,SA-350-2005VB2,8/10/2005,--,--,,
S-350,ALGAE,SA-350-2006,7/20/2006,--,--,,
S-350,ALGAE,SA-350-2006R (559),7/20/2006,A,Yes,,A
S-350,ALGAE,SA-350-2007,7/26/2006,--,--,,
S-350,ALGAE,SA-350-2007,7/26/2007,--,--,,
S-350,ALGAE,SA-350-2007R (726),7/26/2007,A,Yes,,A
S-350,ALGAE,SA-350-2008,7/14/2008,--,--,,
S-350,ALGAE,SA-350-2008R (763),7/14/2008,A,Yes,,A
S-350,ALGAE,SA-350-2009,7/29/2009,--,--,,
S-350,ALGAE,SA-350-2009R (922),7/29/2009,A,No,,B
S-350,ALGAE,SA-350-2010,7/22/2010,--,--,,
S-350,ALGAE,SA-350-2010R (984),7/22/2010,A,Yes,,A
S-350,ALGAE,SA-350-2011,7/20/2011,--,--,,
S-350,ALGAE,SA-350-2011R (1088),7/20/2011,A,No,,B
S-350,ALGAE,SA-350-2013,7/1/2013,--,--,,
S-350,ALGAE,SA-350-2013 (1340),7/1/2013,--,--,,
S-350,ALGAE,SA-350-2013R (1340),7/1/2013,A,Yes,,A
S-350,ALGAE,SA-350-2018,7/24/2018,--,--,,
S-350,ALGAE,SA-350-2018R (1770),7/24/2018,--,--,,
S-350,MACROINVERTEBRATE,731,8/27/1998,A,Yes,Report,A
S-350,MACROINVERTEBRATE,1255,8/22/2003,A,Yes,,A
S-350,MACROINVERTEBRATE,1739,8/20/2008,A,Yes,View,A
S-350,MACROINVERTEBRATE,2215,8/21/2013,A,Yes,View,A
S-351,MACROINVERTEBRATE,732,8/27/1998,A,Yes,Report,A
S-352,MACROINVERTEBRATE,733,8/27/1998,A,No,Report,B
S-353,MACROINVERTEBRATE,734,8/27/1998,A,Yes,Report,A
S-354,ALGAE,SA-354-2008,7/14/2008,--,--,Report,
S-354,ALGAE,SA-354-2008R (762),7/14/2008,A,Yes,,A
S-354,ALGAE,SA-354-2013,7/15/2013,--,--,,
S-354,ALGAE,SA-354-2013 (1356),7/15/2013,--,--,,
S-354,ALGAE,SA-354-2013R (1356),7/15/2013,A,Yes,,A
S-354,ALGAE,SA-354-2018,7/24/2018,--,--,,
S-354,ALGAE,SA-354-2018 (1772),7/24/2018,--,--,,
S-354,ALGAE,SA-354-2018R (1772),7/24/2018,--,--,,
S-354,MACROINVERTEBRATE,735,8/27/1998,A,No,Report,C
S-354,MACROINVERTEBRATE,905,8/25/2000,A,Yes,,A
S-354,MACROINVERTEBRATE,1249,8/20/2003,A,Yes,,A
S-354,MACROINVERTEBRATE,1715,8/6/2008,A,Yes,View,A
S-354,MACROINVERTEBRATE,2219,8/21/2013,A,Yes,View,A
S-354,MACROINVERTEBRATE,2654,8/13/2018,A,Yes,,A
S-355,ALGAE,SA-355-2018,7/24/2018,--,--,Report,
S-355,ALGAE,SA-355-2018 (1798),7/24/2018,--,--,,
S-355,ALGAE,SA-355-2018R (1798),7/24/2018,--,--,,
S-355,MACROINVERTEBRATE,736,8/27/1998,B,Yes,Report,B
S-355,MACROINVERTEBRATE,1247,8/20/2003,B,Yes,,A
S-355,MACROINVERTEBRATE,1743,8/20/2008,B,Yes,View,B
S-355,MACROINVERTEBRATE,2218,8/21/2013,B,Yes,View,A
S-355,MACROINVERTEBRATE,2655,8/13/2018,B,Yes,,A
S-356,ALGAE,SA-356-2004,7/12/2004,--,--,Report,
S-356,ALGAE,SA-356-2004R (269),7/12/2004,B,Yes,,B
S-356,ALGAE,SA-356-2008,6/24/2008,--,--,,
S-356,ALGAE,SA-356-2008R (732),6/24/2008,B,Yes,,B
S-356,ALGAE,SA-356-2013,6/27/2013,--,--,,
S-356,ALGAE,SA-356-2013R (1336),6/27/2013,B,No,,C
S-356,ALGAE,SA-356-2015,7/15/2015,--,--,,
S-356,ALGAE,SA-356-2015R (1533),7/15/2015,B,No,,C
S-356,ALGAE,SA-356-2018,6/25/2018,--,--,,
S-356,ALGAE,SA-356-2018R (1737),6/25/2018,--,--,,
S-356,MACROINVERTEBRATE,737,8/28/1998,B,Yes,Report,A
S-356,MACROINVERTEBRATE,1744,8/21/2008,B,Yes,View,A
S-356,MACROINVERTEBRATE,2189,8/6/2013,B,Yes,View,B
S-356,MACROINVERTEBRATE,2676,8/23/2018,B,Yes,,A
S-357,ALGAE,SA-357_2008,7/23/2008,--,--,Report,
S-357,ALGAE,SA-357-2008,7/23/2008,--,--,,
S-357,ALGAE,SA-357-2008R (738),7/23/2008,B,No,,NA
S-357,ALGAE,SA-357-2013,6/18/2013,--,--,,
S-357,ALGAE,SA-357-2013R (1322),6/18/2013,B,No,,NA
S-357,ALGAE,SA-357-2018,7/18/2018,--,--,,
S-357,ALGAE,SA-357-2018R (1764),7/18/2018,--,--,,
S-357,MACROINVERTEBRATE,738,8/28/1998,B,No,Report,C
S-357,MACROINVERTEBRATE,1228,8/13/2003,B,Yes,,B
S-357,MACROINVERTEBRATE,1746,8/21/2008,B,Yes,View,B
S-357,MACROINVERTEBRATE,2186,8/6/2013,B,Yes,View,A
S-357,MACROINVERTEBRATE,2675,8/23/2018,B,Indeterminate,,I
S-358,MACROINVERTEBRATE,739,8/28/1998,C,Yes,Report,B
S-359,ALGAE,SA-359-2008,7/15/2008,--,--,Report,
S-359,ALGAE,SA-359-2008R (765),7/15/2008,C,Yes,,C
S-359,ALGAE,SA-359-2013,6/26/2013,--,--,,
S-359,ALGAE,SA-359-2013 (1334),6/26/2013,--,--,,
S-359,ALGAE,SA-359-2013R (1334),6/26/2013,C,Yes,,C
S-359,ALGAE,SA-359-2018,6/20/2018,--,--,,
S-359,ALGAE,SA-359-2018R (1733),6/20/2018,--,--,,
S-359,MACROINVERTEBRATE,741,8/28/1998,C,Yes,Report,C
S-359,MACROINVERTEBRATE,1725,8/21/2008,C,Yes,View,C
S-359,MACROINVERTEBRATE,2203,8/15/2013,C,Yes,View,B
S-359,MACROINVERTEBRATE,2646,8/7/2018,C,Yes,,C
S-360,MACROINVERTEBRATE,742,9/2/1998,AA,Yes,Report,A
S-360,MACROINVERTEBRATE,1245,8/19/2003,AA,Yes,,A
S-360,MACROINVERTEBRATE,1719,8/12/2008,AA,Yes,View,A
S-361,ALGAE,SA-361-2016,6/28/2016,--,--,Report,
S-361,ALGAE,SA-361-2016 (1621),6/28/2016,--,--,,
S-361,ALGAE,SA-361-2016R (1621),6/28/2016,--,--,,
S-361,MACROINVERTEBRATE,747,8/27/1998,AA,No,Report,B
S-361,MACROINVERTEBRATE,839,9/2/1999,AA,Indeterminate,,I
S-361,MACROINVERTEBRATE,935,8/29/2000,AA,No,,C
S-361,MACROINVERTEBRATE,1109,9/5/2001,AA,Yes,,A
S-361,MACROINVERTEBRATE,1198,9/4/2002,AA,No,,NA
S-361,MACROINVERTEBRATE,1283,8/28/2003,AA,No,,B
S-361,MACROINVERTEBRATE,1755,9/8/2008,AA,Yes,View,A
S-361,MACROINVERTEBRATE,2160,9/13/2012,AA,No,View,B
S-361,MACROINVERTEBRATE,2512,9/1/2016,AA,No,View,B
S-362,MACROINVERTEBRATE,748,8/27/1998,AA,No,Report,B
S-362,MACROINVERTEBRATE,838,9/2/1999,AA,No,,B
S-362,MACROINVERTEBRATE,930,8/25/2000,AA,Yes,,A
S-362,MACROINVERTEBRATE,1103,8/30/2001,AA,No,,B
S-362,MACROINVERTEBRATE,1193,9/5/2002,AA,No,,C
S-362,MACROINVERTEBRATE,1278,8/28/2003,AA,No,,B
S-362,MACROINVERTEBRATE,1428,8/24/2004,AA,Yes,,A
S-362,MACROINVERTEBRATE,1510,9/12/2005,AA,Yes,View,A
S-362,MACROINVERTEBRATE,1597,8/31/2006,AA,Yes,View,A
S-362,MACROINVERTEBRATE,2227,9/6/2013,AA,Yes,View,A
S-362,MACROINVERTEBRATE,2606,9/8/2017,AA,Yes,View,A
S-363,MACROINVERTEBRATE,749,9/21/1998,B,Yes,Report,A
S-364,ALGAE,SA-364-2011,7/18/2011,--,--,Report,
S-364,ALGAE,SA-364-2011R (1086),7/18/2011,B,Yes,,A
S-364,ALGAE,SA-364-2014,7/28/2014,--,--,,
S-364,ALGAE,SA-364-2014R (1402),7/28/2014,B,Yes,,B
S-364,ALGAE,SA-364-2017,7/25/2017,--,--,,
S-364,ALGAE,SA-364-2017R (1707),7/25/2017,--,--,,
